Row	Site ID	WRIA	Basin	Subbasin	Stream	Agency	Project	Site Code	Latitude	Longitude	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
1260	1587	WRIA 15 - Kitsap	Hood Canal Basin	Bangor-Port Gamble Subbasin	Devil's Hole Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-51	47.721600	-122.734300										17.2																				
1261	1274	WRIA 15 - Kitsap	Hood Canal Basin	Bangor-Port Gamble Subbasin	Gamble Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-027 - Lower	47.810400	-122.580700																	61.7		46.1		68.8		74.8		68.2			68.3	73.5	
1262	876	WRIA 15 - Kitsap	Hood Canal Basin	Bangor-Port Gamble Subbasin	Gamble Creek	Kitsap County	Kitsap County Stream Team Benthic Invertebrate Monitoring	KCST-7	47.776933	-122.594317							34.2	59.2	64.3	67.1	57.6																			
1263	1295	WRIA 15 - Kitsap	Hood Canal Basin	Bangor-Port Gamble Subbasin	Jump Off Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	KCSSWM-030	47.806800	-122.669200							49.3		30.8									34.6		50.9		49.4		42.3	77.1	64		53.1		65.9
1264	880	WRIA 15 - Kitsap	Hood Canal Basin	Bangor-Port Gamble Subbasin	Little Boston	Kitsap County	Kitsap County Stream Team Benthic Invertebrate Monitoring	KCSSWM-031	47.855650	-122.571600							49.3	49.4	29.7	59	54.3						32.7			34.3			51.2		62.4					
1265	881	WRIA 15 - Kitsap	Hood Canal Basin	Bangor-Port Gamble Subbasin	Martha John Creek	Kitsap County	Kitsap County Stream Team Benthic Invertebrate Monitoring	KCST-8	47.828500	-122.562667								55.4	50.1	36.1	39.3																			
1266	1450	WRIA 15 - Kitsap	Hood Canal Basin	Great Bend Subbasin	Dewatto River	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-21	47.521700	-122.960600							79.3																							
1267	1071	WRIA 15 - Kitsap	Hood Canal Basin	Great Bend Subbasin	Dewatto River	King County - DNRP	WRIA08_WS_Survey	EPA06600-DEWA01	47.469190	-123.025720																	61.2	86.4	56.1	67										
1268	2823	WRIA 15 - Kitsap	Hood Canal Basin	Great Bend Subbasin	Gold Creek (Kitsap)	Kitsap County	Watershed Health Monitoring	KCSSWM-061	47.555169	-122.826565																									86	93.4	86.7		82.1	
1269	1588	WRIA 15 - Kitsap	Hood Canal Basin	Great Bend Subbasin	Tahuya River	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-52	47.558200	-122.836300							66.7																							
1270	3314	WRIA 15 - Kitsap	Hood Canal Basin	Great Bend Subbasin	Tahuya River	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-007337	47.482126	-122.917305																													86.3	
1271	2436	WRIA 15 - Kitsap	Hood Canal Basin	Lynch Cove Subbasin	Bear Creek (Hood Canal)	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-002311	47.518473	-122.816610																						66.1								
1272	589	WRIA 15 - Kitsap	Hood Canal Basin	Lynch Cove Subbasin	Mission Creek (Hood Canal)	Washington State Department of Ecology	Ambient	BigMission_ECY_545	47.432000	-122.875500											78.6																			
1273	2444	WRIA 15 - Kitsap	Hood Canal Basin	Lynch Cove Subbasin	Stimson Creek	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-003875	47.423735	-122.913997																						92.8								
1274	590	WRIA 15 - Kitsap	Hood Canal Basin	Lynch Cove Subbasin	Stimson Creek	Washington State Department of Ecology	Ambient	Stimpson_ECY_546	47.418100	-122.906700											66.9																			
1275	1286	WRIA 15 - Kitsap	Hood Canal Basin	Lynch Cove Subbasin	Union River	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	KCSSWM-043	47.511900	-122.791700							77.3										63.7		73.8			88.7			84.4			84.6		
1276	588	WRIA 15 - Kitsap	Hood Canal Basin	Lynch Cove Subbasin	Union River	Washington State Department of Ecology	Ambient	Union_ECY_544	47.463700	-122.831200											40.8																			
1277	1870	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Big Anderson Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-BIGA02	47.565050	-122.951390																				69.6				70.4						
1278	887	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Big Anderson Creek	Kitsap County	KC SSWM Benthic Macroinvertebrate Biological Monitoring Program	KCSSWM-006	47.566967	-122.963567					59.2	64.9	62.1	80.5	63.2		72.5	60.2						41.3		68.8			77.5			80.4			77.9	
1279	2038	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Big Beef Creek	University of Washington	B. Kleindl's Thesis	BF	47.642757	-122.784137	28	33.5																												
1280	1469	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Big Beef Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-1	47.593700	-122.836800							61.2																							
1281	1271	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Big Beef Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	KCSSWM-003 - Lower	47.649500	-122.782400							69.3										32.1	70.9		76.9			74.5	82.5		87.1		82.8	75.4	
1282	1278	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Big Beef Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-004 - Middle	47.599600	-122.823200																	13.4			25.6			30.6							
1283	1279	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Big Beef Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	KCSSWM-005 - Upper	47.592700	-122.837500							71.8										44.2			76.6			64.1			83.1			73.2	
1284	888	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Big Beef Creek	Kitsap County	KC SSWM Benthic Macroinvertebrate Biological Monitoring Program	KCWQ-1	47.604483	-122.798017					57.6	47.8	38.8	53	41.8		62.4	68.3																		
1285	987	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Big Beef Creek	Washington State Department of Ecology	EPA06600	WAM06600-001639	47.628771	-122.791571																88.7				86.7										
1286	1069	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Big Beef Creek	King County - DNRP	WRIA08_WS_Survey	WAM06600-001639	47.640900	-122.785010																	82.6	38.2	57	75.5										
1287	1864	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Boyce Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-BOYC02	47.608960	-122.908070																				83.9						62.6				
1288	873	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Boyce Creek	Kitsap County	Kitsap County Stream Team Benthic Invertebrate Monitoring	KCSSWM-009	47.608833	-122.909800							50.7	65.5	80.4	78.2	69.8	70.9						52.8			80.8	72.2		72.1				64.5		61.3
1289	878	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Harding Creek	Kitsap County	Kitsap County Stream Team Benthic Invertebrate Monitoring	KCST-14	47.580383	-122.945833							53.6	50.2	42	50.9	60.3	62																		
1290	879	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Little Anderson Creek	Kitsap County	Kitsap County Stream Team Benthic Invertebrate Monitoring	KCSSWM-011	47.655733	-122.755017							46.1	77.4		46.7	73.7	73.6						62.3			85.3			73.6			73.6			82.3
1291	578	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Seabeck Creek	Washington State Department of Ecology	Ambient	BIO06600-SEAB02	47.628110	-122.837170									41.7								42.7			67.5		42.7					66.4			
1292	1272	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Seabeck Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	KCSSWM-013 - Lower	47.634400	-122.836300							60.2										51.6		68.9		75.5		65.6		38.3		70.7		72.3	
1293	883	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Seabeck Creek	Kitsap County	Kitsap County Stream Team Benthic Invertebrate Monitoring	KCST-17	47.628217	-122.837023							77.6	54.5	37.6	58.7	55.6	38.4																		
1294	1464	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Stavis Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-36	47.600000	-122.876700							80.9																							
1295	1280	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Stavis Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-014	47.621300	-122.876800																		25.6		45.2		66.6		61						
1296	3114	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Stavis Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-063 - lower	47.623545	-122.875879																												42.6	53.9	44.9
1297	884	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Stavis Creek	Kitsap County	Kitsap County Stream Team Benthic Invertebrate Monitoring	KCST-16	47.614000	-122.875167							41.7	66.6	51.9	27.5	73.1																			
1298	2281	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Thomas Creek (Kitsap)	Kitsap County	Watershed Health Monitoring	KCSSWM-051	47.561339	-122.973500																					57.8	38.2						65.7		
1299	3115	WRIA 15 - Kitsap	Hood Canal Basin	W Kitsap Subbasin	Thomas Creek (Kitsap)	Kitsap County	Watershed Health Monitoring	KCSSWM-064- (upstream of culvert)	47.561175	-122.972855																												62.8		
1300	2817	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Anderson Island Subbasin	Schoolhouse Creek (Anderson Is.)	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	AI_SCHO_0.65	47.158610	-122.704157																									67.3			64.4		
1301	737	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Cooper Creek	City of Bainbridge Island	Water Quality and Flow Monitoring Program	CoopBain	47.629022	-122.541568															41.6		59.7	40.4	65.9	62.1	36.5	54.3	54.8	42.8	48.2	67.7	56.6		43.9	53.5
1302	1571	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Cooper Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-17	47.629000	-122.541600										30.1																				
1303	1462	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Issei Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-31	47.648000	-122.562800										43.9																				
1304	739	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Issei Creek	City of Bainbridge Island	Water Quality and Flow Monitoring Program	IssBain	47.648191	-122.566575															38.8		58	20.9	14.2	20.8		51.3	53.4	55.5	41.7	41.5	38.6		38.1	43.9
1305	2706	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Manzanita Creek	King County - DNRP	Restoration and Protection of Select B-IBI Basins - King County riffle method	15MZ01	47.674142	-122.551392																								62.8	70.9					
1306	1572	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Manzanita Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-32	47.674100	-122.551400										38.5																				
1307	2359	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Manzanita Creek	City of Bainbridge Island	Water Quality and Flow Monitoring Program	LwrManzBain	47.673299	-122.553632																						59.6	68.1	54	54.3	50.7	52.9		39.4	66.7
1308	738	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Manzanita Creek	City of Bainbridge Island	Water Quality and Flow Monitoring Program	ManzBain	47.674142	-122.551392															34.9		56.3	38.9	44.3	55.3										
1309	1580	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Murden Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-43	47.655500	-122.523700										28.7																				
1310	736	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Murden Creek	City of Bainbridge Island	Water Quality and Flow Monitoring Program	MurdBain	47.655517	-122.523743															43		28.9	34.2	25.6	22.8	21.6	42.3	28.2	23.9	28.2	15.3	26.9		12.5	17.4
1311	734	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Ravine Creek	City of Bainbridge Island	Water Quality and Flow Monitoring Program	RavBain	47.625265	-122.515733															8.7		23.7	6.5	15.3	10		4.3	6.4	10.9	11	7	4.1		11.8	7
1312	1583	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Shel-Schleb Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-46	47.607200	-122.547700										33.1																				
1313	1574	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Springbrook Creek (Bainbridge)	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-35	47.643900	-122.566900										36.6																				
1314	735	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Springbrook Creek (Bainbridge)	City of Bainbridge Island	Water Quality and Flow Monitoring Program	SpringBain	47.643873	-122.566852															55		75.1	59.9	52.6	51.5		48.4	52.7	63.5	66.9	56.5	58.4		53	46.3
1315	2235	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Whiskey Creek	City of Bainbridge Island	Water Quality and Flow Monitoring Program	WhisBain	47.613700	-122.513061																			21.9	22.2		35.6	27.6	25.9	33.7	38	37.3		39.1	39.4
1316	2236	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Woodward Creek (Bainbridge)	City of Bainbridge Island	Water Quality and Flow Monitoring Program	WoodBain	47.649170	-122.529320																				49.7	59.9	64.6								
1317	86	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Artondale Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	GH_ARTO_0.30	47.300062	-122.622276																									31.6			57.9		
1318	1435	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Beaver Creek (Kitsap)	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-4	47.569800	-122.560300									64.8	62.3																				
1319	1297	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Beaver Creek (Kitsap)	Kitsap County	Watershed Health Monitoring	KCSSWM-033	47.569500	-122.560800																	52.7		59.5		60.1		71.4		61.8		79.2		74.9	
1320	1284	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Burley Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-037 - Lower	47.414600	-122.631500																	45.2		65.8		72.8		45.9		65		48.5		53.9	
1321	874	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Burley Creek	Kitsap County	Kitsap County Stream Team Benthic Invertebrate Monitoring	KCST-10	47.433000	-122.624733							68.7	67.8	87.2	70.8	47.5																			
1322	87	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Crescent Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	GH_CRES_0.81	47.357793	-122.578397																										81.8			67.4	
1323	1449	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Curley Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-19	47.484200	-122.595000							74.1																							
1324	869	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Curley Creek	Kitsap County	Kitsap County Stream Team Benthic Invertebrate Monitoring	KCSSWM-038 - Lower	47.515050	-122.551350							40.4	48.9	41.4	45.6	42.4	44.2	53.9					39.6			55.7			38.1	39.7	49.9	39.7	55.7	33.8	47.8
1325	2820	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Goodnough Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	GH_GOOD_0.31	47.382185	-122.620521																									41.5			51.2		
1326	92	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	McCormick Creek (Gig Harbor)	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	GH_MCCO_0.71	47.363277	-122.618589																								48.8			40.9			32.5
1327	1285	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Olalla Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-041	47.428400	-122.568000																	31.4		84		47.9		76.8		48.1		32		72.1	
1328	882	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Olalla Creek	Kitsap County	Kitsap County Stream Team Benthic Invertebrate Monitoring	KCST-9	47.453483	-122.574200							54.7	62.2	88.7	72.7	54.6	77.6																		
1329	591	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Olalla Creek	Washington State Department of Ecology	Ambient	Olalla_ECY_548	47.428400	-122.567600											70.3																			
1330	908	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Purdy Creek (Burley Lagoon)	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	GH_PURD_0.14	47.389211	-122.625041																							63.6			58.1			66.8	
1331	2614	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Purdy Creek (Burley Lagoon)	Kitsap County	Watershed Health Monitoring	KCSSWM-058	47.403382	-122.614812																							87.4	87.1			90.7		68.1	
1332	896	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Ray Nash Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	GH_RAYN_0.04	47.318713	-122.659257																									50.5			47.2		
1333	1298	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Salmonberry Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-039 - (Curley Trib)	47.486700	-122.597200																		70.7												
1334	2277	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Salmonberry Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-054- (Curley Trib)	47.511472	-122.597103																				43.5		46.6		44.8	35	50.7		47.8		35.9
1335	871	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Wilson Creek (Colvos Passage)	Kitsap County	Kitsap County Stream Team Benthic Invertebrate Monitoring	KCSSWM-042	47.490533	-122.520763													46.7					55			38.6			29.6				69.2		66.9
1336	1421	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Dyes Inlet / Central Kitsap Subbasin	Barker Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-2	47.657500	-122.657222							66.2			30.8																				
1337	1434	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Dyes Inlet / Central Kitsap Subbasin	Barker Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-3	47.642222	-122.660278							55.4			67.8																				
